distance_travelled,brand,engine_capacity,year_of_creation,engine_type,price,hp
35000.0,Лада,1.5,2015.0,бензин,117777.0,71.0
310000.0,Форд,2.2,2006.0,дизель,500000.0,155.0
85000.0,Меркури,2.5,2000.0,бензин,500000.0,170.0
177241.0,БМВ,2.0,2015.0,бензин,2080000.0,245.0
4018.0,Ауди,2.0,2016.0,бензин,8200000.0,265.0
34322.0,Ниссан,1.6,2018.0,бензин,1140000.0,102.0
77000.0,Шкода,1.2,2014.0,бензин,1170000.0,105.0
123000.0,Киа,3.3,2017.0,бензин,2750000.0,250.0
194476.0,Лада,1.5,2015.0,бензин,110000.0,76.0
349500.0,Шевроле,5.3,2011.0,бензин,1820000.0,325.0
88222.0,Киа,1.4,2011.0,бензин,699000.0,95.0
192000.0,LADA,1.6,2012.0,бензин,299000.0,98.0
160000.0,Фольксваген,1.6,2017.0,бензин,1099000.0,110.0
155000.0,Рено,1.6,2008.0,бензин,339000.0,87.0
24850.0,LADA,1.6,2023.0,бензин,1419000.0,106.0
191506.0,Дэу,1.6,2011.0,бензин,129000.0,109.0
15000.0,Мазда,2.0,2014.0,бензин,2995000.0,158.0
143000.0,Шкода,1.4,2008.0,бензин,495000.0,75.0
219000.0,Ситроен,1.6,2015.0,бензин,545000.0,120.0
8500.0,Джили,2.0,2023.0,бензин,3849000.0,238.0
196243.0,Чери,2.4,2011.0,бензин,178000.0,129.0
134000.0,Peugeot,1.6,2015.0,бензин,339000.0,120.0
100.0,Сяоми,1.8,2017.0,электро,7400000.0,673.0
200000.0,Киа,1.6,2017.0,бензин,1349000.0,130.0
28300.0,Омода,1.5,2015.0,бензин,2300000.0,147.0
131000.0,LADA,1.6,2019.0,бензин,1105000.0,106.0
18500.0,ВАЗ,1.7,2014.0,бензин,779000.0,83.0
83000.0,Фольксваген,1.6,2011.0,бензин,949000.0,102.0
88961.0,Хендай,2.2,2020.0,дизель,3495000.0,200.0
270000.0,Тойота,2.0,1993.0,дизель,270000.0,85.0
280000.0,Ниссан,3.5,2000.0,бензин,400000.0,220.0
8200.0,БМВ,2.0,2013.0,бензин,5700000.0,249.0
225000.0,Сузуки,1.6,2014.0,бензин,850000.0,112.0
105000.0,Лада,1.6,2015.0,бензин,330000.0,81.0
246000.0,Тойота,2.5,2012.0,бензин,1649000.0,181.0
190000.0,Форд,1.6,2016.0,бензин,999000.0,125.0
226000.0,Peugeot,1.6,2015.0,бензин,899000.0,150.0
107000.0,СсангЙонг,2.0,2012.0,бензин,949000.0,149.0
180000.0,Ниссан,2.5,2011.0,бензин,1359000.0,169.0
124637.0,Опель,1.6,2008.0,бензин,549000.0,115.0
56000.0,Чери,1.5,2017.0,бензин,1820000.0,147.0
100880.0,Чанган,1.5,2015.0,бензин,2090000.0,181.0
280000.0,LADA,1.6,2011.0,бензин,430000.0,87.0
5000.0,Фольксваген,2.0,2024.0,бензин,6590000.0,220.0
28482.0,Фольксваген,1.4,2021.0,бензин,2320000.0,125.0
73200.0,Ситроен,1.0,2011.0,бензин,590000.0,68.0
66352.0,Фольксваген,1.4,2014.0,бензин,730000.0,85.0
115000.0,Шкода,1.6,2016.0,бензин,1085000.0,90.0
233700.0,Мазда,2.0,2016.0,бензин,1000000.0,147.0
199802.0,Лада,1.5,2015.0,бензин,195000.0,70.0
181100.0,Форд,1.4,2006.0,бензин,499000.0,80.0
79600.0,Хендай,1.6,2010.0,бензин,809000.0,126.0
150000.0,Хендай,2.2,2014.0,дизель,2100000.0,197.0
127415.0,Киа,1.6,2019.0,бензин,1230000.0,123.0
45000.0,Мазда,2.0,2016.0,бензин,2590000.0,150.0
100000.0,Шкода,1.4,2013.0,бензин,1249000.0,140.0
124000.0,Фольксваген,1.4,2017.0,бензин,1849000.0,125.0
228000.0,Хонда,2.4,2008.0,бензин,1149000.0,166.0
89000.0,Фольксваген,1.6,2018.0,бензин,1279000.0,110.0
68000.0,LADA,1.6,2022.0,бензин,1399000.0,113.0
77000.0,Шкода,2.0,2019.0,дизель,3099000.0,150.0
112000.0,Хендай,2.0,2018.0,бензин,1849000.0,150.0
221000.0,Ауди,1.2,2013.0,бензин,900000.0,105.0
100200.0,Фольксваген,2.0,2018.0,бензин,2990000.0,180.0
115300.0,Киа,1.6,2016.0,бензин,1200000.0,124.0
210807.0,Ниссан,2.0,2007.0,бензин,980000.0,141.0
127000.0,Киа,1.6,2019.0,бензин,1499000.0,123.0
41000.0,Джили,2.4,2019.0,бензин,1947000.0,149.0
35.0,Ли,1.5,2016.0,бензин,6350000.0,154.0
270000.0,Киа,2.4,2010.0,бензин,1299000.0,175.0
7512.0,Джили,2.0,2023.0,бензин,4199000.0,238.0
190000.0,Шевроле,1.5,2006.0,бензин,110000.0,86.0
182000.0,Фиат,1.4,2008.0,бензин,249000.0,77.0
57000.0,Шкода,1.6,2020.0,бензин,1799000.0,110.0
77000.0,Хавейл,1.5,2017.0,бензин,1999000.0,150.0
158000.0,Киа,1.6,2012.0,бензин,849000.0,123.0
50000.0,LADA,1.6,2021.0,бензин,839000.0,87.0
157000.0,Ниссан,2.0,2014.0,бензин,1149000.0,135.0
18000.0,Хавейл,1.5,2017.0,бензин,2250000.0,150.0
160000.0,Peugeot,1.6,2015.0,бензин,719000.0,150.0
202578.0,Киа,1.2,2011.0,бензин,700000.0,85.0
233000.0,Шкода,1.6,2015.0,бензин,869000.0,110.0
324000.0,Ниссан,2.5,2013.0,дизель,1349000.0,190.0
33000.0,Сузуки,1.6,2021.0,бензин,1999000.0,117.0
299000.0,Додж,2.4,1999.0,бензин,169000.0,152.0
231000.0,Мицубиси,2.4,2012.0,бензин,1169000.0,167.0
83000.0,LADA,1.4,2010.0,бензин,279000.0,89.0
139000.0,Киа,1.6,2019.0,бензин,1799000.0,128.0
202291.0,БМВ,2.0,2013.0,бензин,1620000.0,184.0
120999.0,Мерседес,1.6,2013.0,бензин,1355000.0,156.0
73808.0,Мерседес,1.3,2018.0,бензин,2728470.0,150.0
57322.0,УАЗ,2.7,2021.0,бензин,2050000.0,150.0
270000.0,Фольксваген,1.4,2002.0,бензин,365000.0,75.0
123000.0,Peugeot,1.6,2015.0,бензин,680000.0,150.0
69000.0,Рено,1.6,2018.0,бензин,1590000.0,114.0
246000.0,Тойота,2.5,2012.0,бензин,1649000.0,181.0
190000.0,Форд,1.6,2016.0,бензин,999000.0,125.0
226000.0,Peugeot,1.6,2015.0,бензин,899000.0,150.0
107000.0,СсангЙонг,2.0,2012.0,бензин,949000.0,149.0
180000.0,Ниссан,2.5,2011.0,бензин,1359000.0,169.0
150000.0,Шевроле,1.6,2013.0,бензин,680000.0,115.0
33000.0,Мицубиси,2.0,2022.0,бензин,2800000.0,146.0
40209.0,Чери,1.5,2014.0,бензин,1850000.0,147.0
95000.0,Субару,2.0,2010.0,бензин,1500000.0,150.0
61811.0,Хендай,1.4,2019.0,бензин,1400000.0,100.0
230000.0,Тойота,1.8,2012.0,бензин,1400000.0,130.0
175024.0,Хендай,1.6,2010.0,бензин,1090000.0,130.0
178953.0,Форд,1.4,2007.0,бензин,549000.0,80.0
150000.0,Киа,1.6,2012.0,бензин,815000.0,125.0
162773.0,Киа,2.4,2016.0,бензин,1700000.0,188.0
51416.0,Лексус,2.0,2015.0,бензин,3960000.0,238.0
158000.0,Мерседес,3.0,2017.0,дизель,3725000.0,249.0
108000.0,Ауди,2.5,2013.0,бензин,2699000.0,310.0
231421.0,Сузуки,1.6,2015.0,бензин,1049000.0,117.0
234000.0,Тойота,3.3,2009.0,бензин,1580000.0,211.0
193000.0,Форд,2.0,2012.0,бензин,850000.0,150.0
145000.0,Мицубиси,2.0,2016.0,бензин,1690000.0,146.0
206793.0,Форд,1.6,2013.0,бензин,1199000.0,182.0
186941.0,Форд,1.6,2012.0,бензин,840000.0,125.0
170200.0,Тойота,2.7,2011.0,бензин,3210000.0,163.0
257730.0,Шкода,2.0,2013.0,бензин,1239000.0,200.0
168394.0,Фольксваген,2.0,2018.0,бензин,2620000.0,180.0
180598.0,Шевроле,1.6,2008.0,бензин,400000.0,109.0
112000.0,Киа,1.6,2020.0,бензин,1979000.0,128.0
40.0,Zeekr,1.8,2017.0,электро,5290000.0,646.0
34000.0,Эксид,1.6,2021.0,бензин,2499000.0,186.0
148000.0,Опель,1.6,2013.0,бензин,899000.0,115.0
104000.0,Опель,1.2,2013.0,бензин,540000.0,85.0
180000.0,Опель,3.2,2011.0,бензин,1049000.0,227.0
69000.0,Тойота,1.8,2019.0,бензин,2300000.0,99.0
200000.0,Хонда,2.0,2008.0,бензин,970000.0,156.0
275600.0,Лексус,2.7,2015.0,бензин,2200000.0,188.0
36500.0,LADA,1.6,2022.0,бензин,1399000.0,113.0
250000.0,Опель,2.0,1995.0,бензин,240000.0,116.0
108657.0,Мерседес,2.0,2019.0,бензин,4400000.0,197.0
450000.0,Лексус,3.0,2015.0,бензин,929000.0,220.0
176000.0,Хендай,2.0,2018.0,бензин,2300000.0,149.0
220000.0,Фольксваген,1.4,2016.0,бензин,1150000.0,125.0
183000.0,Шкода,1.4,2015.0,бензин,1149000.0,150.0
65394.0,Шкода,1.8,2019.0,бензин,2349000.0,180.0
47000.0,Форд,1.6,2015.0,бензин,970000.0,85.0
125620.0,Рено,1.6,2018.0,бензин,970000.0,102.0
85758.0,Хендай,2.4,2018.0,бензин,2647000.0,171.0
70700.0,Киа,2.4,2020.0,бензин,3087000.0,188.0
244000.0,Лексус,2.5,2015.0,бензин,1550000.0,208.0
229000.0,Киа,2.0,2014.0,бензин,1219000.0,150.0
187500.0,Рено,2.5,2013.0,бензин,1229000.0,171.0
89254.0,LADA,1.6,2016.0,бензин,620000.0,106.0
33909.0,Рено,1.6,2019.0,бензин,1675000.0,114.0
107213.0,Рено,1.6,2018.0,бензин,1190000.0,102.0
147170.0,Тойота,2.0,2014.0,бензин,2425000.0,146.0
280501.0,БМВ,3.0,2016.0,дизель,1950000.0,235.0
196000.0,LADA,1.6,2010.0,бензин,450000.0,98.0
120300.0,Хендай,1.1,2007.0,бензин,450000.0,67.0
76000.0,БМВ,2.0,2015.0,бензин,5800000.0,252.0
54156.0,Хендай,1.6,2020.0,бензин,1745000.0,123.0
236316.0,БМВ,2.0,2015.0,бензин,1695000.0,245.0
100000.0,Ленд,2.2,2014.0,дизель,2700000.0,150.0
106000.0,Ниссан,1.6,2021.0,бензин,1519000.0,114.0
141000.0,Форд,1.5,2016.0,бензин,1299000.0,150.0
330000.0,Хонда,1.5,2007.0,бензин,350000.0,90.0
153000.0,БМВ,2.0,2015.0,бензин,2499000.0,184.0
49100.0,Субару,1.6,2016.0,бензин,1900000.0,170.0
28000.0,Киа,1.6,2021.0,бензин,1880000.0,128.0
86500.0,Мини,2.0,2016.0,бензин,2250000.0,192.0
80489.0,Фотон,2.0,2016.0,бензин,1200000.0,217.0
244000.0,Ниссан,1.6,2007.0,бензин,369000.0,107.0
215500.0,Мицубиси,2.0,2011.0,бензин,1250000.0,147.0
100233.0,Фольксваген,2.0,2019.0,дизель,3200000.0,150.0
34000.0,Мицубиси,3.8,2019.0,бензин,4200000.0,250.0
88863.0,LADA,1.8,2019.0,бензин,920000.0,122.0
162916.0,Рено,1.6,2014.0,бензин,870000.0,102.0
144734.0,Киа,1.6,2013.0,бензин,980000.0,126.0
245000.0,Опель,2.2,2013.0,дизель,1025000.0,184.0
125000.0,Шкода,1.8,2011.0,бензин,970000.0,152.0
69400.0,Рено,1.5,2021.0,дизель,2070000.0,109.0
177000.0,Peugeot,1.4,2015.0,бензин,450000.0,75.0
290000.0,Тойота,2.0,2014.0,бензин,480000.0,135.0
148600.0,Мицубиси,1.5,2007.0,бензин,800000.0,109.0
225000.0,Тойота,1.3,2002.0,бензин,550000.0,90.0
200000.0,Audi,1.8,2010.0,бензин,150000.0,90.0
4000.0,Омода,1.6,2015.0,бензин,2600000.0,150.0
172000.0,Киа,2.0,2019.0,бензин,2050000.0,150.0
23863.0,Чери,1.5,2014.0,бензин,1747000.0,113.0
132120.0,Хендай,1.6,2016.0,бензин,1220000.0,123.0
73572.0,Мазда,2.5,2016.0,бензин,2619000.0,194.0
40000.0,Дэу,0.8,2010.0,бензин,299000.0,52.0
335213.0,Шевроле,1.8,2011.0,бензин,615000.0,141.0
61000.0,Эксид,1.6,2020.0,бензин,2175000.0,186.0
84200.0,LADA,1.6,2018.0,бензин,1175000.0,106.0
62337.0,Тойота,2.5,2014.0,бензин,3900000.0,199.0
240000.0,Мерседес,1.8,2011.0,бензин,1380000.0,184.0
94157.0,Киа,2.0,2019.0,бензин,1995000.0,150.0
252788.0,Ниссан,2.5,2007.0,дизель,1100000.0,174.0
105576.0,Киа,1.0,2006.0,бензин,410000.0,60.0
63901.0,Мерседес,2.0,2013.0,бензин,1949000.0,184.0
274740.0,Киа,2.0,2009.0,бензин,699000.0,156.0
55345.0,Ниссан,2.5,2020.0,бензин,3290000.0,171.0
181695.0,Киа,1.6,2017.0,бензин,1149000.0,123.0
84674.0,Киа,2.0,2021.0,бензин,2625669.0,150.0
200316.0,Фольксваген,1.6,2018.0,бензин,1049000.0,110.0
131551.0,БМВ,2.0,2015.0,бензин,2524000.0,184.0
49500.0,Ленд,3.0,2021.0,дизель,8300000.0,249.0
115000.0,Peugeot,1.2,2008.0,бензин,799000.0,82.0
89458.0,Мерседес,2.9,2019.0,дизель,5260000.0,249.0
91023.0,Опель,1.6,2008.0,бензин,598600.0,115.0
132884.0,Мазда,2.0,2015.0,бензин,2799000.0,150.0
116139.0,БМВ,3.0,2015.0,дизель,5049000.0,249.0
169569.0,LADA,1.8,2017.0,бензин,819000.0,122.0
36467.0,Фольксваген,1.8,2014.0,бензин,2950000.0,146.0
176040.0,Тойота,1.6,2008.0,бензин,869990.0,124.0
265458.0,Шевроле,1.8,2012.0,бензин,850000.0,141.0
180682.0,Фольксваген,1.6,2014.0,бензин,1000000.0,105.0
40903.0,БМВ,2.0,2013.0,дизель,6500000.0,190.0
139161.0,Ситроен,1.6,2014.0,бензин,1175000.0,116.0
131451.0,Иран,1.8,2007.0,бензин,278000.0,100.0
104792.0,Киа,2.0,2019.0,бензин,2050000.0,150.0
82000.0,Вольво,2.0,2010.0,бензин,3799000.0,249.0
12000.0,Хендай,2.2,2022.0,дизель,4649000.0,199.0
347000.0,БМВ,2.5,2015.0,бензин,1140000.0,192.0
89651.0,Хендай,2.2,2020.0,дизель,3549000.0,200.0
125803.0,БМВ,2.0,2011.0,бензин,2749000.0,192.0
226340.0,Тойота,1.8,2006.0,бензин,700000.0,129.0
25500.0,ФАВ,1.5,2017.0,бензин,2050000.0,160.0
275452.0,Вольво,2.4,2010.0,дизель,1100000.0,175.0
350000.0,Тойота,1.6,1997.0,бензин,150000.0,106.0
108400.0,Хендай,1.6,2018.0,бензин,850000.0,123.0
269920.0,Форд,1.6,2010.0,бензин,465000.0,100.0
95070.0,LADA,1.6,2014.0,бензин,529990.0,106.0
260000.0,Лада,1.6,2015.0,бензин,150000.0,81.0
87172.0,Инфинити,2.5,2010.0,бензин,2349000.0,222.0
177000.0,БМВ,1.6,2013.0,бензин,1300000.0,136.0
18000.0,Киа,1.6,2015.0,бензин,3500000.0,180.0
132140.0,Киа,2.0,2019.0,бензин,2050000.0,150.0
112730.0,Фольксваген,1.4,2013.0,бензин,1200000.0,150.0
294000.0,Джип,3.6,2013.0,бензин,2049000.0,286.0
96000.0,Шевроле,1.7,2018.0,бензин,769000.0,80.0
110000.0,Ауди,2.0,2015.0,бензин,1790000.0,225.0
170000.0,Киа,1.6,2007.0,бензин,440000.0,122.0
350984.0,Киа,1.8,2007.0,бензин,829000.0,146.0
95096.0,Порше,3.0,2018.0,бензин,5470000.0,340.0
283336.0,Ауди,3.0,2016.0,бензин,2289000.0,333.0
202000.0,Рено,2.0,2018.0,бензин,1350000.0,143.0
123353.0,Киа,1.3,2021.0,бензин,1259000.0,84.0
145000.0,Шкода,1.6,2017.0,бензин,1150000.0,90.0
82743.0,Киа,2.0,2015.0,бензин,1870000.0,150.0
375907.0,Мицубиси,1.6,2002.0,бензин,285000.0,103.0
268000.0,Тойота,3.5,2014.0,бензин,2699000.0,249.0
241000.0,Хендай,1.6,2011.0,бензин,855000.0,142.0
190000.0,Тойота,1.6,2007.0,бензин,850000.0,124.0
91501.0,Шкода,1.4,2019.0,бензин,1517000.0,125.0
78162.0,Рено,1.3,2019.0,бензин,1685000.0,150.0
4847.0,Эксид,1.6,2022.0,бензин,2585000.0,186.0
64578.0,Киа,2.0,2019.0,дизель,2236000.0,186.0
194000.0,СсангЙонг,2.0,2014.0,дизель,899000.0,141.0
89000.0,Шкода,1.4,2020.0,бензин,2429000.0,125.0
177000.0,Киа,2.4,2018.0,бензин,2050000.0,188.0
148000.0,ИЖ,4.0,2015.0,бензин,150000.0,74.0
264000.0,Ленд,2.2,2008.0,дизель,749000.0,160.0
258000.0,Фольксваген,2.0,2010.0,бензин,1274990.0,170.0
356299.0,Киа,2.9,2009.0,дизель,690000.0,185.0
263458.0,СсангЙонг,2.0,2013.0,дизель,715000.0,149.0
34.0,Zeekr,1.8,2011.0,электро,7450000.0,146.0
142000.0,Хонда,1.5,2017.0,бензин,1250000.0,110.0
202339.0,Киа,1.6,2014.0,бензин,1004000.0,129.0
134000.0,Шевроле,1.5,2007.0,бензин,260000.0,86.0
95000.0,Peugeot,1.5,2015.0,дизель,1390000.0,102.0
175000.0,Тойота,1.4,2003.0,бензин,355000.0,97.0
66734.0,Тойота,2.5,2021.0,бензин,3759000.0,200.0
49500.0,Чанган,2.0,2023.0,бензин,3050000.0,226.0
145120.0,Ауди,1.4,2013.0,бензин,1090000.0,122.0
41398.0,БМВ,3.0,2014.0,дизель,6490000.0,249.0
215000.0,Ниссан,1.6,2007.0,бензин,399000.0,110.0
62805.0,Хендай,1.6,2018.0,бензин,1850000.0,121.0
173000.0,Рено,2.0,2018.0,бензин,1365000.0,143.0
228149.0,Ленд,2.2,2010.0,дизель,1350000.0,160.0
308000.0,Ниссан,1.6,2008.0,бензин,480000.0,107.0
122250.0,Рено,1.6,2014.0,бензин,639000.0,103.0
110000.0,Шевроле,1.0,2012.0,бензин,780000.0,68.0
100000.0,Мерседес,2.0,2018.0,бензин,3750000.0,184.0
140000.0,Хонда,1.3,2011.0,бензин,849000.0,100.0
280000.0,Ниссан,2.0,2012.0,дизель,1550000.0,150.0
89708.0,Фольксваген,1.4,2014.0,бензин,1479000.0,122.0
62000.0,БМВ,3.0,2015.0,бензин,2570500.0,306.0
270000.0,Мазда,1.6,2013.0,бензин,820000.0,105.0
177272.0,Мазда,1.6,2013.0,бензин,1180000.0,105.0
133000.0,Хонда,1.5,2016.0,бензин,1380000.0,132.0
120000.0,Чери,1.8,2011.0,бензин,593900.0,132.0
107000.0,Ауди,2.0,2015.0,дизель,4500000.0,190.0
65232.0,Мерседес,2.1,2019.0,дизель,3815000.0,170.0
59839.0,Хончи,1.5,2015.0,бензин,2749000.0,169.0
180000.0,Тойота,1.0,2016.0,бензин,970000.0,69.0
271000.0,Ауди,1.6,2014.0,бензин,510000.0,101.0
190150.0,Peugeot,1.6,2015.0,бензин,349000.0,150.0
171403.0,СсангЙонг,2.0,2008.0,дизель,888888.0,141.0
3500.0,Омода,1.5,2015.0,бензин,2050000.0,147.0
32000.0,Форд,2.3,2019.0,бензин,3161000.0,317.0
146000.0,Мицубиси,1.5,2018.0,бензин,1759000.0,150.0
110800.0,Киа,2.2,2019.0,дизель,2850500.0,200.0
228000.0,Рено,1.6,2011.0,бензин,399900.0,84.0
157310.0,БМВ,2.0,2015.0,дизель,2350000.0,190.0
182851.0,Хендай,2.4,2014.0,бензин,1879000.0,175.0
235900.0,Киа,2.0,2007.0,дизель,394900.0,140.0
154327.0,Ситроен,1.6,2013.0,бензин,649000.0,115.0
10.0,Киа,2.5,2024.0,бензин,6100777.0,179.0
247000.0,Ниссан,2.5,2001.0,бензин,300000.0,215.0
98000.0,БМВ,3.0,2016.0,бензин,2500000.0,306.0
215000.0,Тойота,1.8,2014.0,бензин,1200000.0,99.0
167368.0,LADA,1.6,2018.0,бензин,840000.0,106.0
74550.0,Ниссан,2.0,2017.0,бензин,2000000.0,144.0
90670.0,УАЗ,2.9,2015.0,бензин,299990.0,85.0
250000.0,Дэу,1.5,2001.0,бензин,100000.0,75.0
154232.0,Шевроле,1.8,2012.0,бензин,1539000.0,141.0
323000.0,Хонда,2.2,1997.0,бензин,830000.0,220.0
150000.0,Тойота,2.5,1998.0,бензин,1850000.0,280.0
157000.0,Ниссан,3.5,2013.0,бензин,1598000.0,249.0
153778.0,Киа,1.6,2015.0,бензин,1259000.0,129.0
360000.0,Peugeot,1.6,2015.0,бензин,495000.0,109.0
92333.0,Мазда,2.0,2015.0,бензин,2310000.0,150.0
256903.0,Додж,2.4,2002.0,бензин,199000.0,152.0
128360.0,Мазда,2.5,2016.0,бензин,2219000.0,194.0
144072.0,Ауди,3.0,2017.0,бензин,3849000.0,333.0
100000.0,Дайхатсу,2.8,1990.0,дизель,850000.0,87.0
253212.0,Ситроен,1.8,2014.0,бензин,535000.0,146.0
31000.0,Шкода,1.4,2020.0,бензин,2749000.0,150.0
77775.0,Хендай,1.6,2019.0,бензин,1649000.0,123.0
70000.0,Ягуар,2.0,2017.0,дизель,2799000.0,180.0
200000.0,Лада,1.6,2015.0,бензин,235000.0,89.0
20833.0,Датсун,1.6,2020.0,бензин,680000.0,87.0
210040.0,Шевроле,1.4,2009.0,бензин,595000.0,94.0
14300.0,Ауди,2.0,2015.0,бензин,5930000.0,265.0
34000.0,Джак,1.5,2017.0,бензин,1730000.0,150.0
355000.0,Лада,1.5,2015.0,бензин,150000.0,77.0
156000.0,LADA,1.6,2010.0,бензин,300000.0,98.0
119700.0,Ауди,2.0,2014.0,бензин,3095000.0,190.0
121112.0,LADA,1.6,2018.0,бензин,1024000.0,106.0
11000.0,Киа,2.2,2022.0,дизель,6000000.0,199.0
280000.0,Хонда,2.0,1997.0,бензин,650000.0,133.0
167032.0,БМВ,2.0,2013.0,бензин,1868000.0,245.0
193000.0,Лексус,3.5,2015.0,бензин,1994251.0,277.0
413000.0,Мазда,1.8,2000.0,бензин,265000.0,135.0
165891.0,Лифан,1.5,2010.0,бензин,584000.0,103.0
315000.0,Шкода,1.6,2015.0,бензин,690000.0,110.0
119572.0,Хендай,1.6,2015.0,бензин,1050000.0,123.0
195000.0,Опель,1.4,2012.0,бензин,890000.0,140.0
168585.0,Мицубиси,2.0,2013.0,бензин,1300000.0,146.0
373654.0,Ниссан,3.5,2012.0,бензин,890000.0,249.0
183000.0,Киа,2.4,2017.0,бензин,2700000.0,188.0
195920.0,Мицубиси,3.0,2013.0,бензин,1690000.0,230.0
200000.0,LADA,1.6,2019.0,бензин,750000.0,87.0
251232.0,Киа,1.8,2014.0,бензин,1575000.0,146.0
260000.0,Форд,1.6,2008.0,бензин,450000.0,115.0
119576.0,Рено,1.3,2019.0,бензин,1511000.0,150.0
239000.0,Шевроле,3.2,2007.0,бензин,1065000.0,230.0
228300.0,Форд,1.6,2008.0,бензин,564990.0,125.0
278662.0,Вольво,2.4,2010.0,дизель,1634000.0,163.0
218650.0,Тойота,1.3,2006.0,бензин,555000.0,87.0
390000.0,Ауди,2.8,2018.0,бензин,530000.0,174.0
153936.0,Фольксваген,2.0,2012.0,бензин,1370000.0,170.0
107.0,Хонда,1.5,2010.0,бензин,1199999.0,118.0
16645.0,Чери,1.5,2018.0,бензин,3200000.0,147.0
232000.0,БМВ,2.0,2013.0,дизель,2120000.0,184.0
148350.0,LADA,1.6,2010.0,бензин,360000.0,98.0
80851.0,Хендай,2.0,2019.0,бензин,1610000.0,150.0
154000.0,Киа,1.6,2013.0,бензин,1210000.0,129.0
107.0,Тойота,2.0,2024.0,бензин,4520000.0,173.0
470000.0,БМВ,2.9,2015.0,дизель,870000.0,184.0
109100.0,Шкода,1.5,2019.0,бензин,2049000.0,130.0
1100.0,Форд,2.3,2024.0,дизель,6800000.0,183.0
