Пробег,Марка,Объем двигателя,Год создания,Тип двигателя,Цена,Лошадиные силы,Расход,Кол-во мест,Трансмиссия
39 670,LADA, 1.7,2021,бензин,869 000,83,0,- мест,-----
135 653,Форд, 1.6,2016,бензин,1 150 000,122,0,- мест,-----
130 032,Ниссан, 1.6,2014,бензин,1 250 000,117,0,- мест,-----
96 065,Фольксваген, 1.6,2020,бензин,1 230 000,90,0,- мест,-----
248 000,Чери, 1.6,11,бензин,509 000,126,0,- мест,-----
150 000,Киа, 1.6,2016,бензин,1 050 000,123,0,- мест,-----
155 000,БМВ, 3.0,6,бензин,2 599 000,306,10.1,4 ,АКПП
59 000,Шкода, 1.4,2021,бензин,2 949 000,150,0,- мест,-----
57 600,Шкода, 1.4,2021,бензин,2 759 000,150,0,- мест,-----
47 229,Датсун, 1.6,2018,бензин,750 000,87,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
196 557,Мазда, 2.0,6,бензин,1 785 000,150,0,- мест,-----
129 809,Фольксваген, 1.6,2013,бензин,1 120 000,105,0,- мест,-----
39 685,Ниссан, 2.5,2019,бензин,3 200 000,171,0,- мест,-----
270 000,Инфинити, 3.5,35,бензин,1 050 000,302,0,- мест,-----
321 000,Опель, 1.6,2008,бензин,439 000,115,0,- мест,-----
206 515,Шкода, 1.2,2011,бензин,1 049 000,105,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
30 099,Киа, 1.3,2013,бензин,935 000,85,0,- мест,-----
133 921,Чери, 1.6,3,бензин,859 000,126,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
81 764,Ауди, 2.0,3,бензин,2 790 000,180,0,- мест,-----
9 262,Ленд, 3.0,2022,дизель,15 450 000,300,0,- мест,-----
159 322,Форд, 1.6,2007,бензин,600 000,101,0,- мест,-----
15 968,Ли, гибр,7,1.5 л,6 350 000,449,0,- мест,-----
49 341,Ленд, 2.0,2019,дизель,5 490 000,180,0,- мест,-----
69 241,Мерседес, 3.0,2021,бензин,15 600 000,367,0,- мест,-----
106 538,Мазда, 2.5,5,бензин,2 279 000,192,0,- мест,-----
337 867,Вольво, 3.2,70,бензин,1 119 000,238,0,- мест,-----
137 218,LADA, 1.6,2019,бензин,999 000,113,0,- мест,-----
309 870,Шкода, 1.4,2002,бензин,210 000,60,0,5,МКПП
328 000,Хендай, 2.0,2011,дизель,729 000,112,9.2,5,АКПП
67 551,Киа, 2.5,5,бензин,2 925 000,194,0,- мест,-----
235 000,Хендай, 2.7,2001,бензин,490 000,173,10.7,5,АКПП
340 000,Форд, 2.0,2011,бензин,699 000,145,0,- мест,-----
390 000,Рено, 1.6,2012,бензин,400 000,106,6.8,5,МКПП
136 000,Мини, 1.6,2007,бензин,1 300 000,174,6.2,4 ,МКПП
1,Тойота, 2.5,2010,бензин,2 000 000,203,0,5,АКПП
213 764,Рено, 2.0,2011,бензин,740 000,138,0,- мест,-----
118 500,Хендай, 1.6,2015,бензин,1 330 000,132,6.9,5,АКПП
152 000,Ягуар, 3.0,2010,бензин,1 299 900,238,0,- мест,-----
80 000,Лада, 1.6,2107,бензин,90 000,72,8.5,5,МКПП
170 770,Фольксваген, 1.4,2017,бензин,1 919 777,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
197 999,Фольксваген, 1.4,2002,бензин,399 990,75,0,- мест,-----
73 306,Мерседес, 2.0,2016,бензин,2 020 000,211,6.6,5,Робот
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
32,Ли, гибр,7,1.5 л,6 800 000,449,0,- мест,-----
318 000,Форд, 2.0,2012,дизель,839 000,140,0,- мест,-----
500 000,Мерседес, 2.2,1993,бензин,335 000,150,0,- мест,-----
45 000,Ниссан, 2.0,2020,бензин,2 790 000,144,7.3,5,Вариатор
23 642,Омода, 1.5,5,бензин,2 045 444,147,0,- мест,-----
164 471,Киа, 1.6,2015,бензин,1 240 000,130,0,- мест,-----
69 110,БМВ, 2.0,4,дизель,4 200 000,190,5.4,5,АКПП
186 696,Шкода, 1.4,2008,бензин,414 000,75,0,- мест,-----
186 000,Шкода, 1.4,2014,бензин,828 000,140,0,- мест,-----
200 000,Лада, 1.5,2108,бензин,155 000,76,0,- мест,-----
58 200,УАЗ, 2.7,2021,бензин,1 630 000,150,0,5,АКПП
48 000,Хавейл, 2.0,9,дизель,2 999 000,190,0,- мест,-----
293 000,Форд, 1.6,2,бензин,700 000,105,6.0,5,МКПП
196 360,БМВ, 3.0,6,дизель,3 839 000,313,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
230 352,Хендай, 1.6,2016,бензин,849 000,123,0,- мест,-----
87 920,Тойота, 4.5,2016,дизель,7 500 000,249,0,- мест,-----
11 020,Чери, 1.5,7,бензин,1 849 000,147,8.2,5,Вариатор
,---,,0,-,No price,---,0,- мест,-----
68 000,Ниссан, 1.2,2016,бензин,1 150 000,79,4.3,5,Вариатор
,---,,0,-,No price,---,0,- мест,-----
120 071,ЗАЗ, 1.3,2007,бензин,85 000,70,7.2,5,МКПП
380 000,Тойота, 4.5,2011,дизель,2 599 000,235,10.2,7,АКПП
140 000,Лада, 1.5,2112,бензин,115 000,91,7.2,5,МКПП
132 028,Тойота, 2.2,4,дизель,2 777 000,150,0,- мест,-----
298 729,Ниссан, 3.5,2010,бензин,789 000,249,0,- мест,-----
63 144,Киа, 2.0,2021,бензин,2 675 000,150,8.3,5,АКПП
60 479,Хендай, 2.0,2019,бензин,2 650 000,149,0,- мест,-----
217 000,Тойота, 2.4,2008,бензин,1 050 000,167,9.9,5,АКПП
124 900,Мерседес, 1.6,2016,бензин,2 550 000,156,0,- мест,-----
219 000,СсангЙонг, 2.0,2011,дизель,709 000,149,0,- мест,-----
230 000,Мерседес, 2.1,2010,дизель,1 297 000,170,6.9,5,АКПП
122 000,Ниссан, 2.0,2010,бензин,1 350 000,141,8.0,5,Вариатор
,---,,0,-,No price,---,0,- мест,-----
16 795,Ягуар,---,2019,электро,4 350 000,400,0,- мест,-----
252 470,Лексус, 3.3,330,бензин,1 100 000,230,10.7,5,АКПП
180 443,Хендай, 2.0,2017,бензин,1 425 000,150,0,- мест,-----
321 730,Тойота, 3.0,2007,дизель,1 725 000,173,0,- мест,-----
164 000,Киа, 1.6,2012,бензин,600 000,123,6.0,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
128 000,Киа, 1.6,2017,бензин,1 419 000,132,0,- мест,-----
120 000,БМВ, 2.0,3,бензин,1 875 000,184,5.9,5,АКПП
204 166,Фольксваген, 1.6,2015,бензин,699 000,85,0,- мест,-----
285 000,Фольксваген, 1.6,100,бензин,700 000,105,6.5,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
173 554,Фольксваген, 1.4,2012,бензин,899 000,122,0,- мест,-----
75 954,БМВ, 2.0,2,бензин,2 190 000,184,0,- мест,-----
103 000,Хендай, 1.6,2017,бензин,1 560 000,123,0,- мест,-----
131 606,Ниссан, 1.6,2012,бензин,795 000,107,0,- мест,-----
140 110,Мицубиси, 1.8,2013,бензин,1 180 000,140,0,- мест,-----
161 286,Шкода, 1.6,2015,бензин,879 000,105,0,- мест,-----
40 145,Джили, 1.5,2021,бензин,2 200 000,177,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
208 075,Мицубиси, 3.2,2012,дизель,2 470 000,200,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
83 028,Чери, 1.6,3,бензин,720 000,126,0,- мест,-----
170 000,Сузуки, 1.6,2007,бензин,650 000,106,8.7,4 ,МКПП
316 314,Рено, 2.0,2014,бензин,799 000,135,8.7,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
151 821,LADA, 1.6,2021,бензин,1 100 000,90,0,- мест,-----
209 000,Ниссан, 1.6,2010,бензин,749 000,110,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
74 000,LADA, 1.8,2020,бензин,1 349 000,122,0,- мест,-----
149 000,Мазда, 2.0,5,бензин,1 898 000,150,0,- мест,-----
216 394,Хендай, 2.0,2017,бензин,1 419 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
241 674,Мицубиси, 1.6,2012,бензин,695 000,117,0,- мест,-----
100 869,БМВ, 3.0,7,дизель,8 090 000,249,0,- мест,-----
61,Тойота, 2.0,2024,бензин,4 450 000,173,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
81 000,Хавейл, 2.0,7,бензин,2 460 000,190,9.4,5,Робот
,---,,0,-,No price,---,0,- мест,-----
218 000,Мини, 1.5,2016,бензин,1 549 000,136,0,- мест,-----
174 000,Шевроле, 1.6,2010,бензин,415 000,109,0,- мест,-----
806 114,Хонда, 2.0,1999,бензин,365 000,147,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
220 000,Мерседес, 2.0,2015,бензин,1 849 000,211,0,- мест,-----
224 532,Шевроле, 1.6,2010,бензин,450 000,109,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
207 999,Хендай, 2.2,2015,дизель,1 799 000,197,0,- мест,-----
250 000,Мазда, 2.0,6,бензин,1 260 000,147,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
294 700,Сеат, 1.4,1999,бензин,55 000,60,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
10,Киа, 2.0,2024,бензин,3 970 777,150,8.3,5,АКПП
40 000,Джили, 1.5,2020,бензин,1 677 000,150,6.1,5,Робот
10,Киа, 2.5,2024,бензин,6 200 000,179,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
105 000,Датсун, 1.6,2014,бензин,368 000,87,7.0,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
158 000,БМВ, 2.0,3,дизель,2 550 000,190,5.6,5,АКПП
176 331,Ситроен, 1.6,4,бензин,509 990,120,0,- мест,-----
248 364,Тойота, 3.0,2010,дизель,2 447 000,173,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
189 429,Ауди, 5.9,7,дизель,2 400 000,500,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
110 793,LADA, 1.6,2021,бензин,1 325 000,106,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
191 489,Форд,---,2015,бензин,1 315 000,---,0,- мест,-----
196 139,Опель, 1.4,2004,бензин,479 900,90,0,- мест,-----
117 586,БМВ, 2.0,3,дизель,3 406 000,190,0,- мест,-----
365 000,Фольксваген, 3.6,2007,бензин,1 100 000,280,12.4,5,АКПП
92 000,Фольксваген, 2.0,2019,бензин,2 350 000,180,8.0,5,Робот
172 766,Мазда, 2.0,6,бензин,1 450 000,150,0,- мест,-----
133 000,Ниссан, 1.6,2005,бензин,410 000,109,7.2,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
200 000,Фольксваген, 1.9,1993,бензин,99 990,68,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
74 786,Фольксваген, 1.4,2021,бензин,2 365 000,150,6.8,5,Робот
,---,,0,-,No price,---,0,- мест,-----
201 138,Шевроле, 1.5,2009,бензин,110 000,86,0,- мест,-----
18 000,Хавейл, 2.0,2024,бензин,2 949 000,192,9.2,5,Робот
,---,,0,-,No price,---,0,- мест,-----
137 615,Форд, 3.5,2017,бензин,2 749 000,249,0,- мест,-----
4 117,Чанган, 2.0,2023,бензин,3 199 000,226,8.4,5,АКПП
350 000,Рено, 1.6,2006,бензин,350 000,113,0,- мест,-----
106 000,Шевроле, 1.4,2010,бензин,500 000,101,6.4,5,АКПП
47 680,Хендай, 1.6,2021,бензин,2 270 000,123,0,- мест,-----
130 040,БМВ, 2.0,3,дизель,3 235 000,190,0,- мест,-----
212 000,Ниссан, 1.6,2007,бензин,680 000,110,7.4,5,АКПП
262 300,Рено, 1.6,2014,бензин,710 000,82,7.2,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
221 000,Мерседес, 3.0,1991,бензин,2 100 000,170,0,- мест,-----
139 000,Вортекс, 1.8,2011,бензин,475 000,132,0,- мест,-----
225 000,БМВ, 3.0,5,дизель,2 200 000,286,8.2,5,АКПП
176 000,ВАЗ, 1.6,4,бензин,570 000,80,10.0,4 ,МКПП
120 000,Хендай, 1.6,2014,бензин,740 000,123,0,- мест,-----
140 000,Форд, 2.0,2013,бензин,919 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
228 000,Мазда, 1.8,6,бензин,350 000,120,0,- мест,-----
224 500,Киа, 2.0,2011,бензин,753 000,150,7.8,5,МКПП
19 000,Мерседес, 4.0,2017,бензин,19 900 000,422,13.8,5,АКПП
152 000,Фольксваген, 1.6,2016,бензин,850 000,110,5.9,5,АКПП
11 007,Чанган, 1.5,2023,бензин,1 367 000,98,0,5,Робот
133 333,Мини, 1.6,2013,бензин,1 250 000,122,7.2,4 ,АКПП
,---,,0,-,No price,---,0,- мест,-----
167 000,Киа, 1.6,2019,бензин,1 449 000,123,0,- мест,-----
200 000,Ниссан, 1.5,2003,бензин,220 000,98,0,- мест,-----
49 747,Ленд, 4.4,2018,дизель,9 990 000,339,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
119 056,Киа, 2.0,2017,бензин,1 529 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
115 898,LADA, 1.6,2018,бензин,680 000,106,0,- мест,-----
120 000,Москвич, 1.7,2141,бензин,250 000,85,0,- мест,-----
193 098,Дэу, 0.8,2002,бензин,120 000,51,0,5,МКПП
87 000,Форд, 3.5,2016,бензин,2 949 000,249,0,- мест,-----
123 479,Хендай, 1.6,2019,бензин,1 595 000,123,0,- мест,-----
7 260,Шевроле, 5.3,2022,бензин,9 950 000,360,0,- мест,-----
188 025,Ниссан, 1.6,2011,бензин,939 000,190,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
170 000,Фольксваген, 1.6,1989,бензин,115 000,72,9.5,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
170 001,Ленд, 2.0,2012,бензин,1 755 000,240,0,- мест,-----
280 000,Тойота, 2.5,1994,бензин,1 360 000,180,0,- мест,-----
86 281,Киа, 2.5,5,бензин,2 490 000,194,0,- мест,-----
368 975,Опель, 1.6,2007,бензин,300 000,105,0,- мест,-----
301 545,Фольксваген, 3.6,2011,бензин,1 545 000,249,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
93 600,Фольксваген, 1.6,2019,бензин,1 239 000,110,0,- мест,-----
100 936,Мицубиси, 2.0,2019,бензин,2 234 000,146,0,- мест,-----
595 000,Тойота, 1.8,2001,бензин,650 000,136,0,5,АКПП
193 420,Шевроле, 1.6,2013,бензин,699 990,115,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
155 000,Шевроле, 1.4,2009,бензин,320 000,101,0,- мест,-----
135 000,Вольво, 2.0,90,бензин,3 100 000,320,7.7,7,АКПП
30,Zeekr,,001,-,7 750 000,---,0,- мест,-----
202 224,Ягуар, 2.0,2013,бензин,1 199 000,240,0,- мест,-----
250 000,Лада, 1.5,2111,бензин,155 000,78,7.5,5,МКПП
100 000,Лада, 1.6,2107,бензин,195 000,75,9.8,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
186 270,Volvo, 2.0,40,бензин,1 235 000,180,0,- мест,-----
253 280,Тойота, 1.6,2008,бензин,680 000,124,7.2,5,АКПП
129 000,Ситроен, 1.6,4,бензин,495 000,120,6.9,5,АКПП
33 329,Тойота, 3.5,2021,бензин,4 690 000,249,8.7,5,АКПП
93 133,Ягуар, 2.0,2018,дизель,3 150 000,180,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
68 000,Киа, 1.2,2018,бензин,1 380 000,84,0,- мест,-----
77 653,Мицубиси, 2.4,2013,бензин,1 690 000,167,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
103 866,Фольксваген, 1.4,2015,бензин,1 415 000,150,0,- мест,-----
220 453,Peugeot, 1.4,206,бензин,240 000,75,5.5,5,АКПП
129 500,Киа, 2.0,2018,бензин,1 850 000,150,7.4,5,АКПП
127 000,LADA, 1.6,2020,бензин,720 000,87,0,- мест,-----
80 000,Лада, 1.5,2107,бензин,70 000,71,8.5,5,МКПП
144 000,Лада, 1.6,2114,бензин,300 000,81,0,- мест,-----
158 644,Шевроле, 1.5,2008,бензин,75 000,86,6.7,5,МКПП
268 000,Фольксваген, 1.6,2016,бензин,510 000,90,5.8,5,МКПП
263 727,Субару, 2.0,2005,бензин,1 550 000,280,0,- мест,-----
69 094,Хендай, 1.6,2020,бензин,1 525 000,123,6.6,5,АКПП
150 000,Шкода, 2.0,2012,бензин,1 270 000,200,7.7,5,Робот
237 000,Киа, 2.0,2017,бензин,1 250 000,150,7.4,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
18 584,RAM, 6.2,1500,бензин,14 500 000,702,19.6,5,АКПП
287 585,БМВ, 1.8,0,бензин,111 000,102,0,4 ,МКПП
40 000,Чери, 1.5,7,бензин,2 150 000,147,8.2,5,Вариатор
170 000,LADA, 1.6,4,бензин,870 000,87,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
171 181,Ниссан, 2.0,2015,бензин,1 670 000,144,8.3,5,МКПП
83 842,Киа, 1.6,2019,бензин,1 910 000,128,0,- мест,-----
101 251,LADA, 1.6,2019,бензин,1 180 000,106,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
245 000,Мицубиси, 3.0,2012,бензин,2 100 000,178,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
212 302,Форд, 1.4,2006,бензин,340 000,80,6.0,5,Робот
250 000,Додж, 2.0,2008,бензин,400 000,160,0,- мест,-----
133 000,Джили, 2.4,2018,бензин,1 518 000,149,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
250 000,Фольксваген, 1.4,2014,бензин,1 150 000,122,6.5,5,МКПП
77 000,Лексус, 1.8,200,бензин,1 900 000,99,0,5,Вариатор
177 944,Ситроен, 1.6,2018,дизель,1 879 000,90,0,- мест,-----
183 559,Тойота, 1.6,2013,бензин,1 297 665,132,0,- мест,-----
79 833,БМВ, 2.0,5,дизель,5 300 000,190,0,- мест,-----
80 232,БМВ, 3.0,5,дизель,8 500 000,249,0,- мест,-----
46 230,Хавейл, 2.0,7,бензин,2 349 000,190,8.4,5,Робот
45 114,Тойота, 2.0,4,бензин,4 050 000,149,6.6,5,Вариатор
138 512,Шкода, 1.4,2021,бензин,1 999 000,150,0,- мест,-----
6 510,LADA, 1.7,2024,бензин,1 099 000,83,0,- мест,-----
206 424,Мицубиси, 2.0,2018,бензин,1 799 000,146,0,- мест,-----
220 000,Шевроле, 1.5,2013,бензин,550 000,106,0,- мест,-----
93 000,Мерседес, 1.3,2018,бензин,2 499 000,150,0,- мест,-----
24 839,ГАК, 2.0,8,бензин,4 800 000,190,0,- мест,-----
214 500,Ниссан, 1.2,2007,бензин,550 000,80,0,- мест,-----
218 000,Джип, 3.6,2011,бензин,1 949 999,286,11.0,5,АКПП
123 555,Фольксваген, 2.0,2020,дизель,5 380 000,199,0,- мест,-----
212 000,Вольво, 2.5,90,бензин,790 000,210,0,- мест,-----
200 000,Шевроле, 1.5,2007,бензин,170 000,86,6.7,5,МКПП
206 000,Фольксваген, 2.0,2013,бензин,1 294 000,170,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
92 000,Хендай, 2.5,1,дизель,3 750 000,170,8.8,8,АКПП
175 000,Фольксваген, 1.4,2013,бензин,1 300 000,122,5.0,5,Робот
230 000,Опель, 1.6,1998,бензин,70 000,75,0,- мест,-----
151 500,Фольксваген, 1.6,2015,бензин,899 000,105,0,- мест,-----
65 942,Рено, 1.6,2019,бензин,1 285 000,102,8.6,5,АКПП
148 862,Фольксваген, 2.0,2020,бензин,5 000 000,249,0,- мест,-----
116 027,Ягуар, 2.0,2019,дизель,3 395 000,179,0,- мест,-----
114 398,Киа, 1.6,2020,бензин,1 398 000,123,0,- мест,-----
211 881,Лифан, 1.5,50,бензин,447 000,103,0,- мест,-----
150,Джили, 1.5,2024,бензин,2 657 000,172,0,- мест,-----
65 000,Тойота, 4.5,2017,дизель,7 650 000,249,0,- мест,-----
140 000,Киа, 2.5,5,бензин,2 457 000,194,0,- мест,-----
18 730,Evolute,---,2022,электро,1 670 000,163,0,5,Редуктор
58 000,Ниссан, 1.6,2018,бензин,1 850 000,117,0,- мест,-----
155 000,Фольксваген, 1.4,2014,бензин,1 290 000,122,0,- мест,-----
107 694,Форд, 1.5,2017,бензин,1 699 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
112 444,Volvo, 1.6,40,дизель,1 349 000,115,0,- мест,-----
175 737,Киа, 1.6,2015,бензин,1 049 000,123,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
73 643,LADA, 1.6,2020,бензин,1 180 000,106,0,- мест,-----
64 030,Рено, 2.0,2018,бензин,1 699 000,143,0,- мест,-----
125 500,Шкода, 1.4,2016,бензин,1 550 000,150,0,- мест,-----
41 912,БМВ, 2.0,4,дизель,5 300 000,190,5.4,5,АКПП
298 000,Фольксваген, 2.0,2005,бензин,450 000,150,8.7,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
31 867,LADA, 1.6,2020,бензин,1 079 000,98,0,- мест,-----
149 000,Шевроле, 1.6,2012,бензин,769 000,109,0,- мест,-----
46 724,LADA, 1.6,2022,бензин,1 079 000,90,0,- мест,-----
318 743,Фольксваген, 1.4,2011,бензин,779 000,122,0,- мест,-----
185 836,Киа, 2.0,2013,бензин,1 319 000,150,0,- мест,-----
208 000,Ниссан, 2.0,2010,бензин,989 000,141,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
34 673,Мазда, 2.0,5,бензин,3 140 000,150,0,- мест,-----
71 232,Хендай, 2.0,2018,бензин,2 159 000,150,0,- мест,-----
240 000,Volvo, 1.6,40,бензин,299 000,109,0,- мест,-----
156 515,Форд, 2.0,2011,бензин,919 000,145,0,- мест,-----
95 000,Ниссан, 1.2,2017,бензин,1 499 000,115,0,- мест,-----
200 000,Шевроле, 1.6,2007,бензин,300 000,109,0,- мест,-----
err,err,err,err,err,err,err,err,err,err
,Форд, 1.8,2007,бензин,275 000,125,0,- мест,-----
345 000,Ауди, 2.6,6,бензин,350 000,150,8.6,5,МКПП
155 228,Мазда, 2.0,5,бензин,2 420 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
143 326,LADA, 1.6,2018,бензин,499 000,87,0,- мест,-----
195 747,LADA, 1.6,2019,бензин,799 000,87,0,- мест,-----
170 112,LADA, 1.6,2020,бензин,939 000,106,0,- мест,-----
260 000,Форд, 1.6,2016,бензин,588 000,105,0,- мест,-----
292 302,Сузуки, 2.0,2007,бензин,599 000,140,0,- мест,-----
18 542,Чанган, 2.0,2022,бензин,3 250 000,226,0,- мест,-----
87 000,Мазда, 2.5,5,бензин,2 700 000,187,0,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
27 377,Шкода, 1.6,2021,бензин,2 826 400,110,0,- мест,-----
243 000,Мазда, 2.0,6,бензин,500 000,147,0,- мест,-----
50 200,Пежо, 2.0,2020,дизель,4 400 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
184 000,Фольксваген, 2.0,2010,бензин,700 000,200,8.5,4 ,Робот
35 000,Лада, 1.5,2105,бензин,117 777,71,8.8,5,МКПП
310 000,Форд, 2.2,2006,дизель,500 000,155,6.1,5,МКПП
85 000,Меркури, 2.5,2000,бензин,500 000,170,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
177 241,БМВ, 2.0,5,бензин,2 080 000,245,0,- мест,-----
4 018,Ауди, 2.0,6,бензин,8 200 000,265,9.3,7,Робот
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
34 322,Ниссан, 1.6,2018,бензин,1 140 000,102,0,- мест,-----
77 000,Шкода, 1.2,2014,бензин,1 170 000,105,0,- мест,-----
123 000,Киа, 3.3,2017,бензин,2 750 000,250,10.5,7,АКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
194 476,Лада, 1.5,2115,бензин,110 000,76,7.3,5,МКПП
349 500,Шевроле, 5.3,2011,бензин,1 820 000,325,12.2,8,АКПП
88 222,Киа, 1.4,2011,бензин,699 000,95,0,- мест,-----
192 000,LADA, 1.6,2012,бензин,299 000,98,0,- мест,-----
160 000,Фольксваген, 1.6,2017,бензин,1 099 000,110,0,- мест,-----
155 000,Рено, 1.6,2008,бензин,339 000,87,0,- мест,-----
24 850,LADA, 1.6,2023,бензин,1 419 000,106,0,- мест,-----
191 506,Дэу, 1.6,2011,бензин,129 000,109,0,- мест,-----
15 000,Мазда, 2.0,4,бензин,2 995 000,158,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
143 000,Шкода, 1.4,2008,бензин,495 000,75,0,- мест,-----
219 000,Ситроен, 1.6,5,бензин,545 000,120,0,- мест,-----
8 500,Джили, 2.0,2023,бензин,3 849 000,238,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
196 243,Чери, 2.4,11,бензин,178 000,129,0,- мест,-----
134 000,Peugeot, 1.6,207,бензин,339 000,120,7.0,5,АКПП
100,Сяоми,---,7,электро,7 400 000,673,0,5,Редуктор
200 000,Киа, 1.6,2017,бензин,1 349 000,130,0,- мест,-----
28 300,Омода, 1.5,5,бензин,2 300 000,147,7.1,5,Вариатор
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
131 000,LADA, 1.6,2019,бензин,1 105 000,106,0,- мест,-----
18 500,ВАЗ, 1.7,4,бензин,779 000,83,0,- мест,-----
83 000,Фольксваген, 1.6,2011,бензин,949 000,102,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
88 961,Хендай, 2.2,2020,дизель,3 495 000,200,0,- мест,-----
270 000,Тойота, 2.0,1993,дизель,270 000,85,0,- мест,-----
280 000,Ниссан, 3.5,2000,бензин,400 000,220,14.5,5,АКПП
8 200,БМВ, 2.0,3,бензин,5 700 000,249,0,- мест,-----
225 000,Сузуки, 1.6,4,бензин,850 000,112,7.6,5,АКПП
105 000,Лада, 1.6,2114,бензин,330 000,81,0,- мест,-----
246 000,Тойота, 2.5,2012,бензин,1 649 000,181,0,- мест,-----
190 000,Форд, 1.6,2016,бензин,999 000,125,0,- мест,-----
226 000,Peugeot, 1.6,3008,бензин,899 000,150,0,- мест,-----
107 000,СсангЙонг, 2.0,2012,бензин,949 000,149,0,- мест,-----
180 000,Ниссан, 2.5,2011,бензин,1 359 000,169,0,- мест,-----
124 637,Опель, 1.6,2008,бензин,549 000,115,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
56 000,Чери, 1.5,7,бензин,1 820 000,147,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
